Country,Year,Month,Calendar Day,Products ,Metro Cities,"Retail Selling Price (Rsp) Of Petrol And Diesel (UOM:INR/L(IndianRupeesperLitre)), Scaling Factor:1"
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-17,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-17,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-17,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-17,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-16,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-16,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-16,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-16,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-16,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-16,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-16,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-16,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-15,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-15,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-15,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-15,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-15,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-15,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-15,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-15,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-14,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-14,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-14,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-14,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-14,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-14,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-14,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-14,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-13,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-13,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-13,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-13,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-13,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-13,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-13,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-13,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-12,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-12,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-12,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-12,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-12,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-12,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-12,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-12,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-11,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-11,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-11,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-11,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-11,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-11,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-11,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-11,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-10,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-10,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-10,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-10,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-10,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-10,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-10,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-10,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-09,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-09,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-09,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-09,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-09,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-09,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-09,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-09,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-08,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-08,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-08,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-08,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-08,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-08,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-08,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-08,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-07,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-07,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-07,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-07,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-07,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-07,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-07,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-07,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-06,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-06,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-06,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-06,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-06,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-06,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-06,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-06,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-05,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-05,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-05,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-05,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-05,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-05,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-05,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-05,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-04,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-04,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-04,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-04,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-04,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-04,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-04,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-04,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-03,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-03,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-03,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-03,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-03,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-03,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-03,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-03,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-02,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-02,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-02,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-02,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-02,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-02,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-02,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-02,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-01,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-01,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-01,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-01,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-01,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-01,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-01,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","March, 2022",2022-03-01,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-28,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-28,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-28,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-28,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-28,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-28,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-28,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-28,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-27,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-27,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-27,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-27,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-27,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-27,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-27,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-27,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-26,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-26,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-26,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-26,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-26,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-26,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-26,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-26,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-25,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-25,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-25,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-25,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-25,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-25,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-25,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-25,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-24,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-24,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-24,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-24,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-24,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-24,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-24,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-24,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-23,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-23,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-23,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-23,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-23,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-23,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-23,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-23,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-22,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-22,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-22,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-22,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-22,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-22,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-22,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-22,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-21,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-21,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-21,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-21,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-21,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-21,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-21,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-21,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-20,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-20,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-20,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-20,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-20,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-20,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-20,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-20,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-19,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-19,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-19,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-19,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-19,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-19,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-19,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-19,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-18,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-18,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-18,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-18,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-18,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-18,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-18,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-18,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-17,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-17,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-17,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-17,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-17,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-17,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-17,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-17,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-16,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-16,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-16,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-16,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-16,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-16,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-16,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-16,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-15,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-15,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-15,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-15,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-15,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-15,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-15,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-15,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-14,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-14,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-14,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-14,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-14,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-14,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-14,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-14,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-13,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-13,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-13,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-13,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-13,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-13,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-13,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-13,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-12,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-12,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-12,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-12,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-12,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-12,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-12,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-12,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-11,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-11,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-11,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-11,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-11,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-11,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-11,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-11,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-10,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-10,Petrol,Mumbai,109.98
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-10,Petrol,Chennai,101.40
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-10,Petrol,Kolkata,104.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-10,Diesel,Delhi,86.67
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-10,Diesel,Mumbai,94.14
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-10,Diesel,Chennai,91.43
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-10,Diesel,Kolkata,89.79
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-09,Petrol,Delhi,95.41
India,"Financial Year (Apr - Mar), 2021","February, 2022",2022-02-09,Petrol,Mumbai,109.98
